[load_dwg] phase read_file: 0.021s (68244002 bytes)
[dwg-progress] parse_objects: 0/725621 (0.0%) elapsed 0.0s fails=0 objects=0 h=0x1 off=117507072 last_type=
[dwg-progress] parse_objects: 10000/725621 (1.4%) elapsed 0.1s fails=0 objects=10000 h=0xFA2A off=56605205 last_type=LINE
[dwg-progress] parse_objects: 20000/725621 (2.8%) elapsed 0.2s fails=0 objects=20000 h=0x172C0A off=57108494 last_type=DICTIONARY
[dwg-progress] parse_objects: 30000/725621 (4.1%) elapsed 0.2s fails=0 objects=30000 h=0x17531A off=102206352 last_type=LWPOLYLINE
[dwg-progress] parse_objects: 40000/725621 (5.5%) elapsed 0.3s fails=0 objects=40000 h=0x177A2A off=108499339 last_type=DICTIONARY
[dwg-progress] parse_objects: 50000/725621 (6.9%) elapsed 0.4s fails=0 objects=50000 h=0x17A13A off=58308650 last_type=DICTIONARY
[dwg-progress] parse_objects: 60000/725621 (8.3%) elapsed 0.4s fails=0 objects=60000 h=0x17C84A off=102736352 last_type=POINT
[dwg-progress] parse_objects: 70000/725621 (9.6%) elapsed 0.4s fails=0 objects=70000 h=0x17EF5A off=108699339 last_type=DICTIONARY
[dwg-progress] parse_objects: 80000/725621 (11.0%) elapsed 0.5s fails=0 objects=80000 h=0x18166A off=59487680 last_type=DICTIONARY
[dwg-progress] parse_objects: 90000/725621 (12.4%) elapsed 0.5s fails=0 objects=90000 h=0x183D7A off=103266352 last_type=LWPOLYLINE
[dwg-progress] parse_objects: 100000/725621 (13.8%) elapsed 0.6s fails=0 objects=100000 h=0x18648A off=108899339 last_type=DICTIONARY
[dwg-progress] parse_objects: 110000/725621 (15.2%) elapsed 0.7s fails=0 objects=110000 h=0x188B9A off=62036740 last_type=DICTIONARY
[dwg-progress] parse_objects: 120000/725621 (16.5%) elapsed 0.7s fails=0 objects=120000 h=0x18B2AA off=103796352 last_type=LWPOLYLINE
[dwg-progress] parse_objects: 130000/725621 (17.9%) elapsed 0.7s fails=0 objects=130000 h=0x18D9BA off=109099339 last_type=DICTIONARY
[dwg-progress] parse_objects: 140000/725621 (19.3%) elapsed 0.7s fails=0 objects=140000 h=0x1900CA off=62766991 last_type=DICTIONARY
[dwg-progress] parse_objects: 150000/725621 (20.7%) elapsed 0.8s fails=0 objects=150000 h=0x1927DA off=104326352 last_type=LWPOLYLINE
[dwg-progress] parse_objects: 160000/725621 (22.1%) elapsed 0.8s fails=0 objects=160000 h=0x194EEA off=109299339 last_type=DICTIONARY
[dwg-progress] parse_objects: 170000/725621 (23.4%) elapsed 0.8s fails=0 objects=170000 h=0x1975FA off=63811563 last_type=DICTIONARY
[dwg-progress] parse_objects: 180000/725621 (24.8%) elapsed 0.9s fails=0 objects=180000 h=0x199D0A off=104856352 last_type=LWPOLYLINE
[dwg-progress] parse_objects: 190000/725621 (26.2%) elapsed 0.9s fails=0 objects=190000 h=0x19C41A off=109499339 last_type=DICTIONARY
[dwg-progress] parse_objects: 198039/725621 (27.3%) elapsed 1.5s fails=0 objects=198039 h=0xFD0D24 off=2309906 last_type=SPLINE
[dwg-progress] parse_objects: 199232/725621 (27.5%) elapsed 2.0s fails=0 objects=199232 h=0xFD11CD off=2502979 last_type=SPLINE
[dwg-progress] parse_objects: 200000/725621 (27.6%) elapsed 2.1s fails=0 objects=200000 h=0xFD14CD off=2621540 last_type=ELLIPSE
[dwg-progress] parse_objects: 200494/725621 (27.6%) elapsed 2.6s fails=0 objects=200494 h=0xFD16BB off=2720336 last_type=SPLINE
[dwg-progress] parse_objects: 200966/725621 (27.7%) elapsed 3.1s fails=0 objects=200966 h=0xFD1893 off=2803168 last_type=SPLINE
[dwg-progress] parse_objects: 201359/725621 (27.7%) elapsed 3.7s fails=0 objects=201359 h=0xFD1A1C off=2878163 last_type=SPLINE
